lyric,occurence,pos
survalence,1,
suspicious,1,ADJ
swagger,1,
swang,1,
swappin,1,
sweetest,1,ADJ
sweeties,1,
swervin',1,
swimming,1,VG
swish,1,
swizz,1,
swords,1,N
swore,1,VD
swunt,1,
symbolize,1,V
sympathy,1,N
symphony,1,N
table,1,N
talked,1,VD
tanight,1,
tape,1,N
tastes,1,N
tax,1,N
tease,1,V
teasin',1,
teeny-weeny,1,
tees,1,
tele,1,
television,1,N
temperamento,1,
tempo,1,N
temptaions,1,
tennekee,1,
terrific,1,ADJ
terrified,1,VN
thankful,1,ADJ
theres,1,
theyself,1,
this'll,1,
tho',1,CNJ
thomas,1,
thongs,1,
threw,1,VD
thro,1,
throat,1,N
throats,1,N
throne,1,N
throwbacks,1,
throwed,1,VD
throwin,1,
thuggin',1,
thurr,1,
tickle,1,
tie,1,N
tiempo,1,
tienes,1,
tighter,1,ADV
tightly,1,ADV
tint,1,
tinted,1,VN
tipdrill,1,
tipsy,1,ADJ
to'a,1,
todos,1,
toez,1,
toilet,1,N
tone,1,N
tooi,1,
took,1,VD
tool,1,N
tools,1,N
torch,1,N
tore,1,VD
total,1,N
touched,1,VD
town',1,
towns,1,N
trabajame,1,
trace,1,N
trade,1,N
trading,1,VG
tradition,1,N
traditional,1,ADJ
traffic,1,N
trafficing,1,
trail,1,N
trance,1,N
transaction,1,N
trap,1,N
trash,1,N
treasured,1,VN
tree,1,N
tremendous,1,ADJ
trend,1,N
trickery,1,
tricks,1,N
tries,1,VBZ
triflin',1,
trigger,1,N
trina,1,
triple,1,N
tripping,1,VG
trips,1,N
trump,1,
try'na,1,
tryin'a,1,
tube,1,N
tune,1,N
tv's,1,
twelve,1,NUM
twenty,1,NUM
twilight,1,N
twirlin,1,
twisted,1,VD
twistin',1,
twisting,1,VG
tx,1,
tyco,1,
tylenol,1,
typical,1,ADJ
tyrese,1,
ugh,1,
uh-huh,1,UH
uhm,1,
um,1,PRO
undefined,1,ADJ
underarm,1,N
underdog,1,N
understandhey,1,
unexpected,1,ADJ
unless,1,CNJ
unlimit,1,
unnecessary,1,ADJ
unplanned,1,
untill,1,
upset,1,VN
upsets,1,VBZ
uptight,1,
urba,1,
us--we,1,
usa,1,
useless,1,ADJ
usher,1,V
usted,1,
usual,1,ADJ
utter,1,ADJ
vacation,1,N
vancouver's,1,
vds,1,
vein,1,N
vende,1,
versus,1,P
vibe,1,
vibrated,1,VD
victim,1,N
vine,1,N
viste,1,
vo'a,1,
vocabulary,1,N
volcano,1,N
vs,1,NP
vuitton,1,
waddle,1,
waging,1,VG
waist,1,N
wait...,1,
waited,1,VD
waiter,1,N
waitin,1,VG
walked,1,VD
walks,1,VBZ
wandering,1,VG
wangstas,1,
war,1,N
wardrobe,1,N
warped,1,VN
warrants,1,N
wars,1,N
washin',1,
wasted,1,VN
wasters,1,
watched,1,VD
water-bed,1,
wave,1,N
weapon,1,N
wearin',1,VG
wearing,1,VG
weh,1,
weighed,1,VD
weren't,1,V
wheels,1,N
whenever,1,WH
where's,1,
whether,1,CNJ
which,1,WH
whirlwind,1,N
whispered,1,VD
whisperin',1,
whoo,1,
whoop,1,N
whop,1,
whore,1,N
wigglying,1,
wildin',1,
windows,1,N
winks,1,
wishin',1,
withstand,1,V
witness,1,N
witout,1,
women's,1,N
woo,1,V
wood,1,N
woody,1,
woozie,1,
workin,1,
workin',1,VG
worthless,1,ADJ
wowits,1,
wrap,1,V
wrists,1,N
writing,1,VG
ya--i'm,1,
yac,1,
yah'mean,1,
yall,1,
yam,1,
yay,1,
yays,1,
yea-a,1,
yeaaaaah,1,
yeaaahhhh,1,
year,1,N
yedais,1,
yellow,1,ADJ
yellows,1,
yonder,1,ADV
young'n,1,
